4.164565354585599878e-03	6.509376689791599585e-03	2.179115265607830046e-02	-1.366815995424979988e-02	-8.002462238073340672e-02	-1.550057232379913053e-01	6.684559397399400353e-03	2.036259472370146872e-01	-2.543565258383749875e-02	-4.284369759261600318e-03	-3.366501769050899828e-03	-4.057543724775310168e-02	-1.064842790365218977e-01	1.250416785478591919e-01	9.779164567589700846e-03	-1.219105273485183022e-01	2.050966583192340154e-02	-3.339369595050809686e-02	-2.497362717986099934e-02	-1.063486933708189947e-01	-3.770997514948199857e-03	8.721552789211270418e-02	1.597465723752974909e-01	-2.118519879877560005e-02	8.481304347515100650e-02	2.178836613893499804e-03	2.984101511538020043e-02	7.234200090169899677e-02	-1.715742200613021018e-01	-1.354917697608470049e-02	-1.181344836950301985e-01	3.668456524610509695e-02	-1.347163133323189994e-02	-8.644978702068320531e-02	7.675531785935100181e-03	-3.409420698881140271e-02	5.780287459492679941e-02	2.899049781262870093e-02	-8.609904907643699604e-03	-2.155671268701549875e-02	-6.400253623723979601e-02	-2.387125045061100174e-03	-1.089751138351799983e-03	-1.220939531922339977e-01	1.074524596333503029e-01	-3.259523957967749852e-02	-1.687816157937049866e-02	5.472073331475250241e-02	-4.189964756369590065e-02	2.002795189619064053e-01
-3.656573221087450198e-02	2.435479499399659936e-02	4.436032101511949710e-02	5.693639814853659886e-02	-1.147512868046760004e-01	-7.304503023624420166e-02	6.882597506046289615e-02	1.681817024946211936e-01	1.741432934067999982e-04	-6.014172360301010128e-02	1.794493757188320160e-02	-3.191558271646489919e-02	-8.260052651166910342e-02	9.269072860479349307e-02	-5.778663232922549853e-02	-1.302476227283476951e-01	4.760630801320069744e-02	-5.547947436571119828e-02	1.996275037527079840e-02	-9.188877046108240298e-02	6.297698616981499409e-02	5.268916860222810222e-02	1.690632551908493042e-01	-9.546199440956110172e-02	1.401145607233046930e-01	-1.184299495071169939e-02	-7.184971868991850419e-02	1.966577023267740074e-02	-1.548140347003935935e-01	-5.299369618296619761e-02	-1.524545066058629987e-02	-1.236714888364070022e-02	1.217205002903938016e-01	-9.810490533709500041e-03	1.167610101401799980e-02	-2.686992846429340012e-02	3.057330287992950091e-02	-3.185217455029479977e-02	-2.308256924152300108e-03	-1.189531981945037009e-01	-9.653744101524350252e-02	-4.025981202721590213e-02	-5.735425651073450259e-02	-7.714474201202389803e-02	5.093785747885700571e-02	3.744051232933989781e-02	-7.354275137186050415e-02	7.224345952272409610e-02	1.782543770968909869e-02	1.872236579656600952e-01
-5.507462844252580120e-02	1.698592491447920017e-02	4.485170543193810200e-02	1.640929840505120016e-02	-6.518646329641339388e-02	-8.530814200639720568e-02	-2.898312360048289904e-02	2.260598689317702970e-01	1.466465741395949970e-02	-6.741414777934500065e-03	-4.741449654102319888e-02	-7.111274451017379761e-02	-1.263153254985809049e-01	2.281490713357919864e-02	3.265423700213430230e-02	-1.002395600080490112e-01	-4.556497186422339696e-02	-7.716734707355489553e-02	3.436290845274919681e-02	-3.141476213932029721e-02	2.535400912165640050e-02	5.668916553258890323e-02	1.636350601911543967e-01	-4.916777089238159870e-02	3.959919884800910256e-02	2.339893253520099886e-03	3.215098753571510315e-02	3.465604409575460260e-02	-1.107817739248275063e-01	2.153812907636160068e-02	-1.201676391065120003e-02	-8.378682285547249531e-02	-1.665244065225119849e-02	1.878724060952659952e-02	3.728197515010830271e-02	-1.582831144332879844e-02	1.272962894290679929e-02	1.170918904244890035e-02	9.830584377050399780e-02	-1.183395758271217069e-01	4.798523336648940346e-02	-1.054139733314514021e-01	2.320351637899870090e-02	-2.538811601698389916e-02	4.401013255119320261e-02	2.680465020239350057e-02	-2.401716262102120136e-02	8.210540562868109959e-02	-8.075060695409770617e-02	2.904406189918518066e-01
-9.857483208179399284e-03	-5.086567252874370226e-02	-6.144862249493589917e-02	-3.322593634948100162e-03	-5.033962056040759692e-02	-6.417822092771530151e-02	1.246834360063069948e-02	2.193352878093718927e-01	-2.931004017591469848e-02	-1.453428417444229126e-01	-7.318045198917380589e-02	-1.097590997815132002e-01	-1.516059637069701871e-01	5.711903050541870114e-02	6.031819060444829766e-02	-8.263088762760159578e-02	-6.318493746220998734e-03	-5.917949602007859661e-02	1.185718029737471979e-01	-3.005111590027800036e-03	-3.596415370702740061e-02	2.874617651104920124e-02	1.578990519046782892e-01	-6.918478757143020630e-02	1.343402415513992032e-01	6.639143452048299962e-03	9.879649430513380570e-02	-5.676459521055220170e-02	-1.236004903912543973e-01	7.041168212890619449e-02	-2.355272881686599866e-03	-6.194173172116269888e-02	6.192094087600700375e-02	1.115442160516970024e-02	-6.991573609411699981e-03	2.117503620684139942e-02	-3.299825266003599683e-02	5.387629568576809969e-02	7.760060578584669633e-02	-9.690055251121519608e-02	6.242522597312920307e-02	-3.408151865005489695e-02	-1.114508360624312938e-01	-4.960813745856280238e-02	5.809747055172920227e-02	4.863885045051569850e-02	-6.392931193113320087e-02	6.606705486774440417e-02	-6.856206804513900049e-03	1.109212860465049050e-01
-2.583659021183799809e-03	3.063261695206160110e-02	9.142256528139110217e-02	4.466861113905900432e-02	-1.257175654172897061e-01	-8.853421360254279393e-02	1.990566030144690080e-02	1.820001900196074884e-01	-1.990356482565399862e-02	-9.635715186595909809e-02	2.772827260196199933e-02	-1.427412219345560070e-02	-1.004003733396530151e-01	8.575847744941710038e-02	-3.327936306595799532e-02	-5.971626937389370310e-02	2.205404639244069875e-02	-6.155546754598609921e-02	-4.808930680155749926e-02	-5.121358856558799744e-02	7.999517954885900645e-03	7.960086315870279483e-02	1.736252754926680963e-01	-8.576742559671400590e-02	1.344710886478424072e-01	9.773785248398699291e-03	-5.227155517786699623e-03	5.743456631898880005e-02	-1.747128069400787076e-01	-5.098954215645790100e-02	-3.649043291807169825e-02	-6.493604183197020097e-02	8.591136336326589407e-02	-4.647292569279670021e-02	2.209883742034430068e-02	-2.017016895115369968e-02	1.185746714472769997e-01	-1.607673987746230035e-02	7.112193852663040161e-02	-6.589959561824790257e-02	-7.790298759937279438e-02	2.161123231053349927e-02	-1.003181263804435036e-01	-8.324051648378369417e-02	8.608940988779059666e-02	6.651612371206279406e-02	-6.391198933124539461e-02	8.106786757707590274e-02	1.351086329668759953e-02	1.311992704868316095e-01
-2.811016142368310058e-02	-3.827219130471300190e-03	2.364439703524109926e-02	-2.583540417253970059e-02	-8.742270618677129568e-02	-1.018729209899902066e-01	-6.434677541255949540e-02	1.545823365449905118e-01	1.364056672900909942e-02	-2.129143849015230003e-02	-7.521783560514450073e-02	-1.696967147290700043e-02	-1.060413271188735962e-01	1.328565645962949925e-02	8.579171448945989431e-02	-1.774340169504200074e-03	2.382391365244900059e-03	-1.355307698249816895e-01	4.586210101842880249e-02	-7.302013039588919896e-02	-9.998582303524010395e-02	3.539992123842229665e-02	1.012669056653976024e-01	-1.458229124546051025e-01	6.163042038679120149e-02	1.348000112920989986e-02	5.035869777202599956e-02	6.494506960733999667e-04	-1.836143285036087036e-01	-1.716136187314979897e-02	-2.640834823250769875e-02	-3.246745467185969958e-02	-1.312969066202640013e-02	7.163360249251100355e-03	1.011613085865974010e-01	-2.289060130715369831e-02	1.985091716051099950e-03	7.982341200113289570e-02	4.918860271573059773e-02	-5.916157364845270328e-02	3.632018715143200266e-02	-1.802310645580290915e-01	4.662828147411340191e-02	-4.636524990200990154e-02	1.043516099452971996e-01	3.700651600956909870e-02	-4.939340427517890236e-02	1.978072337806200103e-03	-1.239647343754767955e-01	1.906325966119765958e-01
-1.260371319949619984e-02	-8.387242443859500851e-03	7.033097743988030170e-02	1.005982309579848966e-01	-1.384396404027938010e-01	-1.067057028412817937e-01	9.927175939083099365e-02	1.486631184816359919e-01	-5.345915630459779910e-02	-7.891835272312160143e-02	4.426686838269230234e-02	-4.530236497521400452e-02	-9.949668496847149934e-02	5.998422950506210327e-02	-7.118698954582210192e-02	-8.190451562404629793e-02	1.937379315495489987e-02	3.363656345754799815e-03	-7.173644006252280492e-02	-9.242916852235789904e-02	6.912748515605919575e-02	8.122487366199490633e-02	1.241550520062446039e-01	-2.637650817632669967e-02	6.306298077106470279e-02	-3.836640715599060059e-02	-1.027094945311540081e-02	8.371223509311670474e-02	-9.435954689979550447e-02	-4.802944883704179935e-02	-1.006597504019736966e-01	-1.761671155691139912e-02	1.061173304915428023e-01	-9.511332958936689896e-02	-1.783007383346549984e-02	-1.239296142011880007e-02	1.033991798758505942e-01	-5.035172775387759814e-02	1.752212410791999871e-04	-7.606837153434750642e-02	-1.143117547035217008e-01	4.137624427676200173e-02	-1.291961967945098877e-01	-3.779767081141469781e-02	1.711570098996159986e-02	5.733988247811699739e-03	-1.079286038875579001e-01	1.210041195154190063e-01	5.441060662269590203e-02	1.334877163171767911e-01
-2.352197282016270027e-02	5.319639667868610033e-02	-6.460516154766079988e-02	-7.908480614423750443e-02	3.866267576813690182e-02	-1.291752606630325040e-01	-4.844715073704709829e-02	1.240890920162199956e-01	7.010145485401149401e-02	4.145473707467300234e-03	4.734676331281600405e-03	-6.598702818155280370e-02	-9.664256870746609773e-02	3.249686211347579956e-02	6.419546157121649999e-02	-6.125490739941590046e-02	-2.850299514830110029e-02	-6.460771709680550312e-02	1.653600484132765891e-01	-1.956774666905400015e-02	-4.263418912887569773e-02	6.036420166492460077e-02	1.494883000850676935e-01	-1.063497960567473949e-01	4.776174947619429845e-02	-2.043927647173399836e-02	-1.701870933175080036e-02	1.534248236566779916e-02	-1.897304356098175049e-01	1.667475514113899923e-02	-6.417423486709590563e-02	-5.332851409912098967e-02	-2.718433737754820043e-02	2.599418722093100112e-02	5.192756280302999322e-02	2.177532017230979916e-02	9.938774630427299819e-03	1.297595053911209106e-01	1.126306802034378052e-01	-1.434801816940307062e-01	2.981926687061780060e-02	-5.689556524157519946e-02	4.566086828708639661e-02	-5.636364594101900272e-02	1.524114906787872037e-01	-4.347288236021989993e-02	-1.951866410672660132e-02	1.539311558008189980e-02	-5.110206082463260302e-02	1.566568017005919855e-01
-2.293587476015089902e-02	2.886820817366199908e-03	5.031464621424670131e-02	1.052858531475067000e-01	-1.177531555294990123e-01	-8.451206237077710237e-02	6.654205918312069978e-02	1.346279680728912076e-01	-6.660339981317520142e-02	-3.469705209136000196e-02	8.391222357749930638e-02	-2.694804687052900112e-03	-6.545241177082060380e-02	8.713482320308679752e-02	-4.854265600442880108e-02	-4.549830034375190041e-02	4.254628717899319734e-02	1.095687970519000154e-03	-7.380914688110350175e-02	-1.220508515834807933e-01	8.476554602384560322e-02	6.645497679710379857e-02	9.868409484624859895e-02	-1.254181750118730024e-02	9.173370897769919652e-02	-4.623638838529579853e-02	-8.392541669309099353e-03	7.333873212337489733e-02	-1.058006137609480979e-01	-3.404742106795310280e-02	-1.033822372555732033e-01	-1.299581304192540081e-02	1.100637465715408048e-01	-1.153365597128867964e-01	-2.721938118338580043e-02	-3.086694888770579945e-02	1.072402223944664001e-01	-6.306800991296759862e-02	2.193295210599889924e-02	-8.006108552217479357e-02	-1.028094664216041010e-01	4.698577150702470256e-02	-1.307670325040816983e-01	-6.146691739559170115e-02	2.953152358531950170e-02	1.783446175977500096e-03	-1.029346808791160028e-01	1.278624683618544977e-01	7.077024132013319535e-02	1.598450541496276023e-01
-9.502382948994600106e-03	6.799143552780149979e-02	1.432580035179849970e-02	-7.281132787466039480e-02	-6.198613345623010112e-02	-8.240787684917449951e-02	-6.648287177085869526e-02	1.853415369987486960e-01	9.123925864696498522e-02	1.986081711947909959e-02	-8.696367731316999566e-04	-6.716688722372049503e-02	-1.044611483812332015e-01	8.585405349731439761e-02	3.600423922762200149e-03	-1.625543832778930109e-01	-4.280419275164600718e-02	-1.113362014293669960e-01	8.641581982374189896e-02	-2.900847792625419960e-02	-7.791873812675470523e-02	3.246551379561420092e-02	7.592845708131790161e-02	-7.325170934200279926e-02	8.681178092956540193e-02	-7.716371864080419363e-02	-3.010529838502399788e-02	5.389793217182149709e-02	-1.351820230484007956e-01	-8.304783701896660542e-02	-3.023871965706340093e-02	-1.454975083470340033e-02	-5.802562832832330181e-02	-7.876830175518899357e-03	1.104311458766460072e-02	-2.413307316601270153e-02	2.006284194066999935e-04	1.054241806268692017e-01	9.203603863716119937e-02	-8.312331885099409623e-02	2.671443484723559983e-02	-9.784004092216490311e-02	6.335282325744620580e-02	-1.878285035490979971e-02	6.945951282978049535e-02	7.937002927064800220e-03	-1.823065429925909905e-02	3.898532316088670208e-02	-3.429678827524180323e-02	2.402996122837066095e-01
